team-year,W.rank,L.rank,Finish.rank,Age.rank,Ht.rank,Wt.rank,G.rank,MP.rank,FG.rank,FGA.rank,FG%.rank,3P.rank,3PA.rank,3P%.rank,2P.rank,2PA.rank,2P%.rank,FT.rank,FTA.rank,FT%.rank,ORB.rank,DRB.rank,TRB.rank,AST.rank,STL.rank,BLK.rank,TOV.rank,PF.rank,PTS.rank
ATL-2019,3,7,4,20,16,18,10,15,18,20,16,10,8,20,22,23,12,22,16,24,27,17,22,12,9,7,30,19,19
ATL-2018,24,58,5,24,16,30,82,27,28,20,25,9,7,15,26,24,22,22,23,7,22,23,25,8,12,23,27,14,25
ATL-2017,43,39,2,6,21,14,82,4,23,22,18,20,16,23,18,17,14,13,5,28,14,10,9,10,7,14,28,6,22
ATL-2016,48,34,2,6,24,21,82,11,9,15,11,6,7,15,19,24,7,29,30,8,30,13,24,2,3,5,22,7,12
ATL-2015,60,22,1,10,25,15,82,26,10,27,4,5,7,2,26,28,4,19,24,5,30,22,28,2,5,15,16,1,10
ATL-2014,38,44,4,9,28,8,82,15,18,24,13,5,2,13,27,27,8,18,22,6,29,18,28,2,9,26,24,7,15
ATL-2013,44,38,2,10,22,25,82,7,12,21,7,5,5,7,22,26,8,28,27,26,27,11,23,2,14,22,21,3,14
ATL-2012,40,26,2,6,8,22,66,1,14,19,11,8,10,5,20,23,10,23,25,23,28,11,23,8,10,23,5,6,17
ATL-2011,44,38,3,8,7,13,82,28,23,25,12,17,16,18,21,23,12,29,29,6,29,20,28,12,29,28,9,1,26
ATL-2010,53,29,2,17,3,11,82,10,6,12,11,14,15,9,8,11,11,21,23,15,6,23,17,12,15,14,1,8,13
ATL-2009,47,35,2,19,14,8,82,29,24,25,11,8,7,16,25,26,11,15,9,28,20,21,23,23,14,20,7,5,19
ATL-2008,37,45,3,29,4,8,82,5,22,21,16,27,28,18,8,6,21,5,7,7,7,21,11,12,14,4,24,11,15
ATL-2007,30,52,5,29,7,18,82,8,30,25,28,28,27,30,19,9,26,9,10,14,9,28,22,26,9,5,22,27,30
ATL-2006,26,56,5,30,2,8,82,9,18,14,16,20,20,11,11,8,20,13,10,14,2,29,20,20,15,15,27,29,16
ATL-2005,13,69,5,22,7,9,82,11,17,10,21,27,23,30,9,4,23,27,25,28,3,25,17,25,13,21,28,28,28
ATL-2004,28,54,7,20,20,24,82,4,17,16,20,15,14,23,19,18,18,12,17,6,16,10,12,22,17,12,26,23,15
ATL-2003,35,47,5,16,26,22,82,5,20,25,12,16,18,13,20,22,11,9,15,3,22,5,11,20,20,6,25,15,18
ATL-2002,33,49,6,25,12,27,82,20,19,17,19,13,14,14,22,17,18,13,15,9,19,17,22,26,10,27,26,10,19
ATL-2001,25,57,7,25,8,24,82,27,20,12,22,20,24,10,16,6,25,27,27,13,9,16,12,28,16,21,28,14,26
ATL-2000,28,54,7,15,6,7,82,7,16,13,24,27,27,29,6,5,22,22,21,19,3,9,3,28,29,9,16,4,25
ATL-1999,31,19,2,6,6,8,50,13,28,23,27,20,17,25,28,20,27,3,4,15,9,9,5,29,27,13,9,3,28
ATL-1998,50,32,4,8,4,13,82,7,19,23,11,13,13,21,19,21,12,4,5,7,9,10,6,26,17,4,9,4,15
ATL-1997,56,26,2,9,5,9,82,18,28,22,20,3,3,15,28,28,14,19,24,4,16,14,13,28,9,11,7,1,23
ATL-1996,46,36,4,8,25,27,82,24,20,9,25,7,5,19,23,22,21,20,21,10,4,28,16,29,2,27,9,4,18
ATL-1995,42,40,5,10,18,16,82,9,21,15,23,5,4,22,26,24,20,27,26,20,9,19,15,23,6,12,4,5,24
ATL-1994,57,25,1,4,7,14,82,13,10,10,17,13,12,20,13,9,16,17,21,6,5,9,5,12,2,11,9,2,11
ATL-1993,43,39,4,14,12,15,82,9,9,4,17,3,2,7,19,18,16,19,18,19,3,18,7,11,4,26,17,10,9
ATL-1992,38,44,5,16,2,5,82,2,7,3,16,13,11,20,6,6,16,22,19,26,5,7,3,8,5,25,12,10,11
ATL-1991,43,39,4,4,25,27,82,23,13,10,20,4,4,10,22,17,17,3,3,4,6,14,11,22,10,22,7,7,8
ATL-1990,41,41,6,6,22,27,82,22,14,18,8,20,20,19,10,11,10,6,5,12,5,26,18,25,13,20,13,11,11
ATL-1989,52,30,3,4,17,24,82,10,16,12,16,20,19,21,11,10,16,1,2,3,3,19,8,21,7,8,7,8,9
ATL-1988,50,32,3,12,14,18,82,9,13,14,10,18,20,14,10,10,10,8,9,12,8,12,9,13,19,2,2,19,13
ATL-1987,57,25,1,16,5,15,82,21,16,18,9,8,8,9,17,18,9,3,3,15,2,6,2,14,14,7,6,19,12
ATL-1986,50,32,2,22,11,13,82,8,17,22,8,21,21,22,16,16,9,6,3,19,6,14,8,16,12,9,14,18,17
ATL-1985,34,48,5,18,8,16,82,2,20,18,15,10,11,4,22,18,17,15,12,16,13,15,14,17,15,3,12,13,20
ATL-1984,40,42,3,12,17,20,82,9,23,23,20,22,23,17,23,21,21,13,14,9,15,20,22,23,19,3,3,10,23
ATL-1983,43,39,2,9,14,22,82,11,19,17,20,8,9,10,19,20,20,18,18,7,18,11,16,21,22,1,2,6,19
ATL-1982,42,40,2,9,19,21,82,1,23,22,20,19,21,18,23,22,20,5,6,4,16,13,16,23,20,7,5,19,23
ATL-1981,31,51,4,6,20,20,82,2,21,22,15,23,23,23,21,20,16,3,3,3,11,19,18,22,11,10,18,23,19
ATL-1980,50,32,1,14,16,18,82,16,22,20,19,22,22,22,22,19,21,1,1,10,4,15,5,20,9,5,6,22,19
ATL-1979,46,36,3,22,16,14,82,2,19,16,18,,,,19,16,18,2,3,8,2,21,10,19,7,3,5,22,12
ATL-1978,41,41,4,20,20,14,82,6,21,21,16,,,,21,21,16,6,10,2,19,22,22,18,2,12,6,22,22
ATL-1977,31,51,6,21,7,5,82,21,20,22,14,,,,20,22,14,6,6,12,11,19,16,18,14,20,19,22,19
ATL-1976,29,53,5,11,12,6,82,7,17,13,14,,,,17,13,14,4,2,15,5,17,12,16,5,15,4,4,15
ATL-1975,31,51,4,18,15,10,82,6,8,3,18,,,,8,3,18,2,1,18,1,12,3,13,7,18,6,8,4
ATL-1974,35,47,2,8,6,7,82,6,5,8,5,,,,5,8,5,4,3,16,8,9,8,10,7,10,14,14,5
ATL-1973,46,36,2,7,6,8,82,1,6,5,7,,,,6,5,7,2,1,15,,,6,9,,,,10,3
ATL-1972,36,46,2,7,4,2,82,14,10,14,4,,,,10,14,4,6,4,11,,,12,12,,,,11,8
ATL-1971,36,46,2,4,5,1,82,8,9,13,3,,,,9,13,3,5,2,16,,,5,13,,,,7,8
ATL-1970,48,34,1,6,7,2,82,8,5,12,2,,,,5,12,2,9,9,7,,,9,3,,,,6,6
ATL-1969,48,34,2,5,10,6,82,12,5,11,3,,,,5,11,3,12,9,12,,,7,2,,,,6,9
STL-1968,56,26,1,5,10,4,82,1,11,12,5,,,,11,12,5,3,5,6,,,8,4,,,,3,10
STL-1967,39,42,2,5,9,5,81,5,9,10,6,,,,9,10,6,7,4,9,,,8,8,,,,8,8
STL-1966,36,44,3,3,8,6,80,8,9,9,6,,,,9,9,6,5,7,3,,,8,8,,,,7,8
STL-1965,45,35,2,3,9,8,80,9,9,8,5,,,,9,8,5,5,4,4,,,8,4,,,,6,6
STL-1964,46,34,2,2,8,6,80,,8,7,6,,,,8,7,6,4,7,4,,,9,2,,,,9,6
STL-1963,48,32,2,5,6,9,80,,9,8,7,,,,9,8,7,4,6,4,,,8,4,,,,4,9
STL-1962,29,51,4,2,4,5,80,,5,5,3,,,,5,5,3,5,5,2,,,7,4,,,,8,5
STL-1961,51,28,1,2,7,5,79,,5,3,5,,,,5,3,5,4,5,6,,,2,1,,,,4,4
STL-1960,46,29,1,1,8,5,75,,6,8,2,,,,6,8,2,1,1,3,,,6,1,,,,7,5
STL-1959,49,23,1,1,6,4,72,,3,8,1,,,,3,8,1,2,2,5,,,3,2,,,,7,4
STL-1958,41,31,1,2,7,6,72,,5,8,2,,,,5,8,2,3,2,7,,,1,2,,,,7,3
STL-1957,34,38,1,1,5,6,72,,5,5,3,,,,5,5,3,6,3,7,,,4,3,,,,5,6
STL-1956,33,39,3,8,2,3,72,,6,4,6,,,,6,4,6,7,4,7,,,3,4,,,,6,6
MLH-1955,26,46,4,6,2,2,72,,8,6,8,,,,8,6,8,4,3,8,,,7,7,,,,7,8
MLH-1954,21,51,4,6,7,5,72,,9,9,9,,,,9,9,9,8,8,7,,,9,9,,,,3,9
MLH-1953,27,44,5,4,5,4,71,,9,8,9,,,,9,8,9,7,7,9,,,8,8,,,,7,9
MLH-1952,17,49,5,3,1,1,66,,10,9,10,,,,10,9,10,8,6,10,,,8,10,,,,9,10
TRI-1951,25,43,5,,,,68,,7,1,11,,,,7,1,11,2,2,8,,,2,4,,,,11,3
TRI-1950,29,35,3,,,,64,,10,8,13,,,,10,8,13,5,7,6,,,,8,,,,16,10
BOS-2019,6,4,2,21,19,7,10,15,23,18,26,5,6,14,27,24,27,28,29,15,21,7,10,19,24,16,6,12,22
BOS-2018,55,27,2,27,25,6,82,12,25,25,21,7,10,2,27,23,25,21,20,17,20,6,8,20,23,18,15,17,20
BOS-2017,53,29,1,19,30,14,82,25,21,18,16,3,3,14,28,28,8,10,15,3,22,22,27,4,18,23,8,21,7
BOS-2016,48,34,2,22,30,14,82,23,7,1,24,12,11,28,12,10,19,8,12,6,3,15,6,6,2,22,12,29,5
BOS-2015,40,42,2,25,25,5,82,8,5,1,21,13,13,27,7,11,14,28,27,14,12,11,13,4,8,30,10,20,13
BOS-2014,25,57,4,21,21,5,82,29,23,10,28,20,18,28,19,12,26,24,27,10,7,24,18,22,23,23,27,19,26
BOS-2013,41,40,3,5,28,27,81,11,18,29,6,25,27,15,12,18,9,20,23,6,30,13,29,15,13,23,11,25,20
BOS-2012,39,27,1,3,27,27,66,16,23,30,5,22,24,7,16,16,9,25,27,5,30,15,30,2,16,6,17,18,26
BOS-2011,56,26,1,4,23,6,82,20,20,30,1,26,28,12,7,20,3,20,22,11,30,13,29,4,3,27,22,15,23
BOS-2010,50,32,1,2,28,11,82,17,21,30,4,16,16,17,19,27,1,15,10,21,30,25,29,2,2,15,21,22,19
BOS-2009,62,20,1,7,26,6,82,7,9,28,2,19,21,1,13,20,2,12,11,18,21,7,9,4,7,17,28,28,11
BOS-2008,66,16,1,8,25,8,82,22,20,30,4,8,12,5,24,29,5,8,9,8,23,9,12,8,5,18,27,26,11
BOS-2007,24,58,5,30,28,4,82,14,29,19,29,20,20,6,28,16,30,10,11,9,18,21,20,25,14,16,27,28,22
BOS-2006,33,49,3,25,11,2,82,9,16,22,5,18,18,13,13,20,4,10,11,13,28,15,26,12,17,11,29,27,12
BOS-2005,45,37,1,12,7,16,82,8,5,19,3,17,17,19,11,18,3,3,4,14,23,16,24,9,8,13,26,27,5
BOS-2004,36,46,4,18,11,10,82,28,15,22,10,3,3,12,24,27,6,8,8,18,27,17,27,17,2,25,24,24,8
BOS-2003,44,38,3,17,22,13,82,14,26,21,27,1,1,21,29,29,23,17,16,22,28,14,26,27,4,25,7,11,22
BOS-2002,49,33,2,20,21,9,82,8,22,10,29,1,1,11,29,29,25,10,12,10,26,3,14,20,1,28,5,18,12
BOS-2001,36,46,5,27,18,4,82,13,26,20,25,1,1,8,29,29,23,6,7,20,25,27,26,19,3,28,19,25,16
BOS-2000,35,47,5,27,26,8,82,26,10,10,20,13,9,23,11,13,15,8,7,18,6,24,13,21,1,28,15,29,9
BOS-1999,19,31,5,29,22,12,50,5,4,4,16,7,7,9,10,6,16,29,29,25,8,13,10,10,4,15,23,25,10
BOS-1998,36,46,6,29,17,24,82,27,8,1,25,8,6,20,13,9,23,26,25,21,4,29,26,14,1,21,22,29,14
BOS-1997,15,67,7,24,24,18,82,5,5,2,22,19,18,22,6,3,26,6,7,10,7,26,21,15,2,27,22,22,5
BOS-1996,33,49,5,24,29,23,82,3,5,2,23,11,9,14,11,7,20,13,9,25,10,11,9,20,12,16,16,26,5
BOS-1995,35,47,3,14,25,24,82,17,11,9,15,22,25,12,5,3,19,8,12,8,4,15,6,20,23,21,15,17,11
BOS-1994,32,50,5,10,24,26,82,1,8,9,11,27,27,26,2,2,13,23,22,18,22,17,21,19,21,12,8,16,16
BOS-1993,48,34,2,4,16,21,82,16,7,12,6,27,27,26,2,3,12,25,27,4,18,13,16,19,20,10,4,12,19
BOS-1992,51,31,1,3,12,16,82,20,5,11,4,27,27,21,4,5,7,19,26,1,20,1,6,9,22,9,5,5,9
BOS-1991,56,26,1,8,4,21,82,13,2,11,1,24,25,17,2,6,1,19,26,1,17,1,3,8,16,3,14,4,6
BOS-1990,52,30,2,1,3,10,82,25,4,11,2,22,21,23,3,9,2,12,21,1,19,1,3,1,26,10,12,3,8
BOS-1989,42,40,3,4,5,17,82,14,9,17,6,22,21,22,7,9,7,9,15,11,12,12,12,9,21,14,11,6,10
BOS-1988,57,25,1,1,4,18,82,9,4,20,1,1,1,1,12,23,1,9,18,2,23,11,21,1,20,14,6,3,3
BOS-1987,59,23,1,1,5,17,82,10,4,21,1,2,4,2,7,22,1,19,23,1,23,2,18,2,22,6,7,1,6
BOS-1986,67,15,1,1,6,19,82,3,4,6,2,2,4,1,5,12,2,18,21,2,22,1,1,2,18,4,5,2,8
BOS-1985,63,19,1,1,4,16,82,22,5,9,3,3,5,1,7,10,3,12,15,1,15,1,3,6,18,14,3,1,6
BOS-1984,62,20,1,2,3,17,82,3,10,10,6,8,8,13,11,13,5,11,15,2,10,1,3,14,15,10,8,3,7
BOS-1983,56,26,2,4,7,17,82,3,4,6,8,13,10,20,3,6,7,12,11,13,7,5,3,7,6,7,11,8,7
BOS-1982,63,19,1,4,3,15,82,15,5,8,8,12,10,11,5,9,9,6,5,14,5,7,3,7,15,2,12,5,4
BOS-1981,62,20,1,4,6,20,82,11,7,17,3,3,3,7,10,19,3,13,13,11,16,10,13,7,17,2,16,6,8
BOS-1980,61,21,1,4,6,18,82,4,8,14,7,2,2,1,15,17,7,4,6,5,13,10,11,8,6,21,11,13,5
BOS-1979,29,53,5,3,7,14,82,21,16,18,15,,,,16,18,15,8,12,3,19,16,19,16,13,22,17,7,16
BOS-1978,32,50,3,1,13,5,82,6,18,14,18,,,,18,14,18,14,18,5,10,2,3,15,22,22,11,12,16
BOS-1977,44,38,2,1,9,3,82,1,14,5,21,,,,14,5,21,14,13,9,12,1,1,6,22,22,10,9,17
BOS-1976,54,28,1,1,10,9,82,13,5,2,17,,,,5,2,17,9,13,2,3,1,1,6,18,16,6,5,6
BOS-1975,60,22,1,2,11,2,82,13,2,2,9,,,,2,2,9,9,12,3,4,1,2,2,14,15,11,4,3
BOS-1974,56,26,1,3,9,2,82,3,4,3,11,,,,4,3,11,7,10,2,2,1,1,3,16,12,13,3,4
BOS-1973,68,14,1,4,10,3,82,10,1,1,14,,,,1,1,14,6,10,5,,,1,1,,,,6,2
BOS-1972,56,26,1,5,10,5,82,14,2,1,9,,,,2,1,9,10,15,2,,,2,2,,,,14,3
BOS-1971,44,38,3,9,5,3,82,5,3,1,12,,,,3,1,12,9,10,5,,,1,6,,,,15,2
BOS-1970,34,48,6,1,5,6,82,8,11,5,12,,,,11,5,12,5,8,1,,,7,12,,,,14,11
BOS-1969,48,34,4,1,8,11,82,3,7,3,9,,,,7,3,9,11,11,5,,,4,5,,,,5,10
BOS-1968,54,28,2,1,8,7,82,12,6,7,7,,,,6,7,7,9,9,7,,,3,9,,,,6,8
BOS-1967,60,21,2,1,6,7,81,1,4,6,4,,,,4,6,4,3,5,4,,,2,2,,,,5,4
BOS-1966,54,26,2,1,4,4,80,6,7,3,8,,,,7,3,8,8,8,5,,,3,7,,,,1,7
BOS-1965,62,18,1,1,2,5,80,7,1,1,8,,,,1,1,8,7,8,5,,,1,2,,,,5,3
BOS-1964,59,21,1,1,6,4,80,,1,1,9,,,,1,1,9,8,9,5,,,1,4,,,,4,2
BOS-1963,58,22,1,1,7,5,80,,2,1,9,,,,2,1,9,7,9,5,,,1,1,,,,5,3
BOS-1962,60,20,1,1,9,5,80,,2,1,5,,,,2,1,5,7,8,6,,,1,3,,,,1,3
BOS-1961,57,22,1,1,8,6,79,,2,1,8,,,,2,1,8,6,7,5,,,1,4,,,,2,3
BOS-1960,59,16,1,1,7,5,75,,1,1,3,,,,1,1,3,7,8,4,,,1,2,,,,3,1
BOS-1959,52,20,1,3,7,5,72,,1,1,4,,,,1,1,4,5,6,3,,,1,1,,,,1,1
BOS-1958,49,23,1,3,6,6,72,,1,1,3,,,,1,1,3,7,7,6,,,2,3,,,,1,2
BOS-1957,44,28,1,2,7,3,72,,1,1,4,,,,1,1,4,5,5,4,,,1,2,,,,6,1
BOS-1956,39,33,2,2,7,6,72,,1,1,2,,,,1,1,2,2,3,2,,,1,2,,,,4,1
BOS-1955,36,36,3,5,8,7,72,,1,1,1,,,,1,1,1,1,2,1,,,2,1,,,,5,1
BOS-1954,42,30,3,5,6,9,72,,1,2,1,,,,1,2,1,2,2,3,,,1,1,,,,9,1
BOS-1953,46,25,3,9,4,8,71,,1,3,1,,,,1,3,1,3,4,5,,,2,1,,,,3,1
BOS-1952,39,27,2,9,2,9,66,,1,3,2,,,,1,3,2,2,2,5,,,3,1,,,,3,1
BOS-1951,39,30,2,,,,69,,3,5,4,,,,3,5,4,3,3,7,,,4,1,,,,8,1
BOS-1950,22,46,6,,,,68,,5,5,10,,,,5,5,10,10,8,11,,,,1,,,,3,7
BOS-1949,25,35,5,,,,60,,8,3,10,,,,8,3,10,12,7,12,,,,5,,,,2,9
BOS-1948,20,28,3,,,,48,,8,7,3,,,,8,7,3,7,6,7,,,,3,,,,3,8
BOS-1947,22,38,5,,,,60,,10,10,8,,,,10,10,8,11,11,11,,,,4,,,,3,11
CHI-2019,3,8,4,29,26,22,11,1,11,9,15,10,13,7,12,11,20,10,13,14,26,8,14,9,19,11,25,19,10
CHI-2018,27,55,5,28,7,22,82,5,23,1,30,10,6,21,23,15,30,28,26,20,16,8,6,10,18,30,13,9,26
CHI-2017,41,41,4,12,12,8,82,18,20,8,25,28,29,24,6,3,29,15,19,6,2,9,3,14,15,16,12,2,23
CHI-2016,42,40,4,9,4,26,82,3,11,2,22,21,24,3,11,2,29,23,26,7,9,3,3,12,29,8,13,5,21
CHI-2015,50,32,2,4,3,29,82,8,23,18,22,15,16,10,22,19,23,3,4,3,6,7,3,14,28,5,12,4,15
CHI-2014,48,34,2,5,5,14,82,4,30,27,30,26,28,24,26,13,30,12,15,7,11,9,10,10,21,7,18,4,30
CHI-2013,45,37,2,9,24,25,82,12,27,14,25,29,29,21,14,6,28,17,19,9,6,14,8,8,23,15,10,12,29
CHI-2012,50,16,1,11,6,17,66,16,10,8,12,17,18,4,12,8,18,27,23,27,1,2,1,5,24,3,6,2,18
CHI-2011,62,20,1,17,8,9,82,12,18,22,13,15,17,13,12,14,16,14,11,26,7,4,2,9,17,5,17,9,20
CHI-2010,41,41,3,19,18,27,82,2,18,10,23,29,29,28,3,2,26,18,20,18,12,2,1,19,24,2,15,11,24
CHI-2009,41,41,2,27,24,28,82,2,8,5,15,22,23,6,7,3,23,7,14,7,7,15,10,13,9,4,20,18,8
CHI-2008,33,49,4,21,20,23,82,14,19,5,30,23,24,14,15,4,30,15,18,17,4,18,8,11,9,6,18,22,18
CHI-2007,49,33,3,18,28,23,82,22,9,8,16,18,23,2,7,2,24,20,18,23,8,2,1,9,4,6,24,22,13
CHI-2006,41,41,4,29,26,17,82,5,6,4,22,6,8,5,19,13,25,25,25,17,14,4,3,6,30,21,24,28,13
CHI-2005,47,35,2,29,24,16,82,16,24,16,26,11,11,13,22,21,27,22,21,21,13,4,2,15,20,18,30,29,21
CHI-2004,23,59,8,16,2,16,82,11,20,4,29,12,13,18,20,9,29,27,23,25,8,9,4,10,13,15,23,28,26
CHI-2003,30,52,6,24,4,8,82,1,9,11,11,21,23,14,5,5,14,19,13,27,15,11,9,13,22,10,27,28,16
CHI-2002,21,61,8,26,12,7,82,15,27,24,24,27,26,20,19,7,28,18,13,27,22,25,28,12,17,25,24,23,28
CHI-2001,15,67,8,29,21,1,82,10,28,25,27,22,22,17,26,16,28,26,22,21,20,29,29,12,7,24,21,19,29
CHI-2000,17,65,8,25,23,2,82,14,29,29,29,20,18,24,29,28,29,21,14,25,13,28,25,26,14,19,29,13,29
CHI-1999,13,37,8,13,9,20,50,13,28,19,29,23,19,27,27,18,28,27,25,21,22,23,26,19,12,29,16,12,29
CHI-1998,62,20,1,2,2,24,82,9,5,7,16,17,14,23,3,6,15,19,24,14,3,6,2,7,10,23,5,5,9
CHI-1997,69,13,1,2,5,20,82,27,1,3,3,12,11,6,3,5,5,26,27,12,3,4,2,2,7,25,2,3,1
CHI-1996,72,10,1,2,3,22,82,24,1,3,7,10,15,3,3,4,11,22,22,14,3,12,4,5,3,21,4,8,1
CHI-1995,47,35,3,11,4,25,82,14,10,13,9,13,16,8,10,11,9,23,21,19,7,17,13,10,2,23,11,16,12
CHI-1994,55,27,2,11,3,24,82,8,11,18,8,20,22,4,10,14,10,26,26,24,13,15,12,7,12,24,13,11,22
CHI-1993,57,25,1,8,3,16,82,9,4,10,11,15,16,2,5,6,13,26,26,22,3,22,12,6,5,15,1,9,15
CHI-1992,67,15,1,9,4,16,82,11,2,13,1,21,21,22,2,8,2,17,16,18,12,10,13,3,18,11,2,6,5
CHI-1991,61,21,1,12,5,13,82,23,3,14,2,16,22,3,3,8,2,22,22,17,13,19,15,4,4,12,3,5,7
CHI-1990,55,27,2,21,5,9,82,9,6,14,3,4,8,3,11,20,4,19,22,8,18,22,21,7,2,16,11,14,9
CHI-1989,47,35,5,14,3,7,82,14,14,20,4,13,13,11,16,21,4,19,22,10,25,11,22,6,15,21,10,5,17
CHI-1988,50,32,2,20,10,9,82,3,15,19,8,22,21,22,8,13,7,19,20,16,13,8,6,9,11,8,4,5,19
CHI-1987,40,42,5,22,14,8,82,8,17,17,17,18,20,16,16,14,16,17,21,7,8,13,10,12,17,10,3,7,20
CHI-1986,30,52,4,11,10,13,82,3,15,12,17,7,7,11,17,14,14,10,11,9,3,20,11,19,21,12,11,16,13
CHI-1985,38,44,3,20,5,14,82,10,19,23,7,23,22,23,14,22,7,5,7,6,19,12,19,20,20,10,11,14,15
CHI-1984,27,55,5,22,7,10,82,1,22,18,21,23,21,23,21,18,20,12,9,17,12,16,15,16,13,9,19,17,20
CHI-1983,28,54,4,21,2,5,82,1,14,11,17,8,8,17,14,11,15,2,2,12,8,6,4,15,18,17,22,20,9
CHI-1982,34,48,5,9,1,5,82,1,21,23,6,8,7,13,21,23,7,2,3,5,18,4,6,14,22,8,22,3,15
CHI-1981,45,37,2,12,1,3,82,11,18,21,4,10,7,15,17,22,4,4,4,4,9,7,6,21,12,6,20,12,10
CHI-1980,30,52,4,16,4,2,82,3,21,21,9,8,7,12,21,21,8,3,2,4,19,8,19,9,19,13,19,19,17
CHI-1979,31,51,5,11,1,11,82,6,21,22,7,,,,21,22,7,16,17,14,13,8,7,8,22,20,21,6,22
CHI-1978,40,42,3,9,9,14,82,20,22,22,10,,,,22,22,10,5,6,9,8,18,14,8,19,20,13,4,20
CHI-1977,44,38,3,8,3,10,82,3,21,21,16,,,,21,21,16,17,15,13,6,5,4,10,16,16,3,3,21
CHI-1976,24,58,4,5,1,9,82,10,18,9,18,,,,18,9,18,10,10,10,2,7,3,15,16,18,3,3,18
CHI-1975,47,35,1,1,2,10,82,1,18,17,15,,,,18,17,15,5,5,5,12,3,8,15,12,7,3,6,18
CHI-1974,54,28,2,1,9,5,82,3,17,16,13,,,,17,16,13,2,2,8,12,13,14,14,6,11,9,4,12
CHI-1973,51,31,2,5,13,9,82,3,14,12,15,,,,14,12,15,10,10,8,,,14,11,,,,9,14
CHI-1972,57,25,2,6,6,8,82,6,7,8,11,,,,7,8,11,4,5,8,,,5,5,,,,10,6
CHI-1971,51,31,2,6,3,8,82,8,14,17,6,,,,14,17,6,4,7,1,,,10,4,,,,2,12
CHI-1970,39,43,3,10,2,1,82,2,12,7,11,,,,12,7,11,2,4,3,,,6,5,,,,1,10
CHI-1969,33,49,5,12,2,2,82,9,14,9,13,,,,14,9,13,14,14,6,,,8,14,,,,4,14
CHI-1968,29,53,4,11,9,5,82,4,12,8,10,,,,12,8,10,12,12,4,,,12,12,,,,5,12
CHI-1967,33,48,4,7,8,5,81,9,8,4,9,,,,8,4,9,8,8,5,,,7,6,,,,10,9
CLE-2019,1,9,5,14,13,22,10,15,19,21,18,29,29,13,12,6,28,14,23,5,6,28,26,26,13,30,15,9,21
CLE-2018,50,32,1,1,16,1,82,23,10,26,4,3,5,6,20,28,5,6,9,10,27,17,23,12,24,28,10,5,5
CLE-2017,51,31,1,4,18,2,82,4,5,19,5,2,2,2,27,29,3,19,13,23,21,7,12,13,30,25,14,4,4
CLE-2016,57,25,1,7,10,1,82,9,8,19,9,2,3,7,24,29,4,26,24,21,12,11,9,13,28,27,10,14,8
CLE-2015,53,29,1,14,12,1,82,23,15,24,8,4,2,5,28,29,7,9,12,18,11,21,18,10,19,25,17,5,8
CLE-2014,33,49,3,23,21,14,82,4,19,8,27,18,20,18,16,5,29,17,18,20,6,14,11,20,24,29,10,11,22
CLE-2013,24,58,5,29,22,21,82,26,20,6,29,17,17,23,18,9,26,13,15,14,7,30,22,26,17,29,7,27,18
CLE-2012,21,45,5,19,24,22,66,10,29,18,29,14,16,15,28,19,29,9,6,28,4,22,14,23,22,29,26,20,25
CLE-2011,19,63,5,15,28,24,82,27,28,13,29,16,13,23,27,16,28,8,8,24,19,21,22,20,26,28,18,12,25
CLE-2010,61,21,1,6,3,5,82,17,15,28,3,8,8,2,21,28,4,12,5,30,27,3,11,6,21,10,12,3,9
CLE-2009,66,16,1,13,12,11,82,21,14,24,6,3,5,2,24,29,8,19,15,21,18,8,7,20,15,7,6,9,13
CLE-2008,45,37,2,13,2,12,82,5,26,15,28,14,13,16,25,16,27,21,15,28,1,12,3,25,18,7,10,16,24
CLE-2007,50,32,2,12,1,18,82,8,15,9,24,15,14,18,20,10,25,25,15,29,1,6,2,15,8,20,7,11,19
CLE-2006,50,32,2,12,2,20,82,17,21,17,16,12,9,24,24,25,6,9,6,22,11,9,4,24,18,16,9,6,15
CLE-2005,42,40,4,18,1,3,82,11,10,8,15,28,27,27,4,2,19,14,12,20,2,24,14,6,9,7,13,15,17
CLE-2004,35,47,5,25,1,2,82,7,10,4,21,29,28,29,3,1,23,13,12,14,3,4,1,8,23,3,15,15,14
CLE-2003,17,65,8,29,1,6,82,14,21,8,26,25,24,25,13,3,27,14,14,17,2,10,2,18,16,2,28,24,25
CLE-2002,29,53,7,23,12,9,82,6,13,18,11,19,22,5,13,12,17,9,11,5,17,14,16,7,23,9,18,15,16
CLE-2001,30,52,6,20,25,3,82,13,18,16,14,29,29,24,2,3,20,12,14,8,11,20,17,19,15,13,27,20,22
CLE-2000,32,50,6,18,26,16,82,2,21,17,22,19,21,7,13,6,25,4,6,15,17,14,17,7,9,23,27,28,18
CLE-1999,22,28,7,21,19,21,50,19,27,29,15,21,24,15,25,26,15,6,8,7,29,28,29,8,5,23,17,26,26
CLE-1998,47,35,5,28,7,18,82,10,27,27,12,21,26,4,21,19,19,10,9,7,27,17,24,10,2,15,29,25,24
CLE-1997,42,40,5,19,25,6,82,7,29,29,17,15,21,5,27,25,17,28,28,19,27,27,29,19,16,27,4,19,29
CLE-1996,47,35,3,13,28,14,82,10,29,29,16,4,6,10,29,29,16,29,29,6,28,29,29,18,9,23,1,1,28
CLE-1995,43,39,4,9,20,12,82,2,27,25,25,19,22,2,27,22,27,22,25,4,17,21,21,26,21,24,2,2,27
