team-year,W.rank,L.rank,Finish.rank,Age.rank,Ht.rank,Wt.rank,G.rank,MP.rank,FG.rank,FGA.rank,FG%.rank,3P.rank,3PA.rank,3P%.rank,2P.rank,2PA.rank,2P%.rank,FT.rank,FTA.rank,FT%.rank,ORB.rank,DRB.rank,TRB.rank,AST.rank,STL.rank,BLK.rank,TOV.rank,PF.rank,PTS.rank
LAL-1994,33,49,5,19,10,21,82,13,9,2,24,18,14,24,7,3,23,25,24,21,4,24,17,16,8,6,4,17,17
LAL-1993,39,43,5,9,5,5,82,9,16,18,14,19,17,24,11,13,15,14,13,15,16,21,24,15,6,13,8,6,17
LAL-1992,43,39,6,5,17,13,82,11,26,22,24,24,22,27,20,13,23,10,7,10,16,25,26,22,8,17,3,1,24
LAL-1991,58,24,2,6,2,2,82,9,14,21,11,9,9,19,17,26,5,10,13,5,19,11,14,11,21,19,5,1,13
LAL-1990,63,19,1,5,4,8,82,5,12,19,6,2,2,4,19,24,6,8,10,7,17,9,13,3,20,11,5,5,6
LAL-1989,57,25,1,2,2,7,82,10,6,17,2,5,6,5,9,19,1,4,5,2,20,2,6,2,14,13,13,2,5
LAL-1988,62,20,1,2,1,7,82,5,5,17,2,9,7,16,4,19,2,5,6,5,20,4,11,3,15,15,7,1,5
LAL-1987,65,17,1,3,2,9,82,21,2,14,2,5,7,1,2,15,2,4,10,4,19,3,11,1,9,8,10,4,2
LAL-1986,62,20,1,2,2,8,82,7,1,5,1,2,2,4,2,10,1,15,17,5,15,3,7,1,16,11,13,7,1
LAL-1985,62,20,1,5,2,10,82,17,1,15,1,7,8,6,1,15,1,19,21,13,20,4,9,1,11,8,15,5,2
LAL-1984,54,28,1,4,1,13,82,16,3,8,1,7,9,8,3,12,1,18,18,16,17,4,8,2,7,8,19,8,4
LAL-1983,58,24,1,7,1,18,82,18,1,7,1,23,23,23,1,3,1,19,20,15,11,11,10,1,3,9,15,1,2
LAL-1982,57,25,1,8,4,23,82,4,2,3,3,23,23,23,2,2,3,23,20,23,4,6,2,1,3,5,13,2,2
LAL-1981,54,28,2,4,2,23,82,7,2,6,2,20,19,17,1,5,2,21,20,17,15,5,9,2,7,4,15,4,5
LAL-1980,60,22,1,13,1,15,82,4,1,15,1,21,21,19,1,10,1,15,19,6,20,2,7,1,13,4,18,1,2
LAL-1979,47,35,3,7,4,11,82,6,4,17,1,,,,4,17,1,19,20,5,22,7,20,3,8,8,7,2,8
LAL-1978,45,37,4,14,3,9,82,13,4,12,3,,,,4,12,3,19,20,10,20,9,16,5,10,11,4,7,8
LAL-1977,53,29,1,6,3,3,82,3,5,8,8,,,,5,8,8,22,22,15,17,11,14,5,11,9,2,2,10
LAL-1976,40,42,4,4,2,12,82,17,2,6,6,,,,2,6,6,8,11,5,11,3,5,7,13,1,7,10,3
LAL-1975,30,52,5,3,12,4,82,5,10,6,12,,,,10,6,12,7,7,11,5,6,4,4,4,2,16,15,8
LAL-1974,47,35,1,1,6,1,82,6,10,5,12,,,,10,5,12,1,1,10,3,3,3,4,3,1,17,12,3
LAL-1973,60,22,1,1,8,1,82,7,4,13,2,,,,4,13,2,5,4,14,,,2,2,,,,1,4
LAL-1972,69,13,1,1,10,1,82,11,1,5,2,,,,1,5,2,2,2,15,,,1,1,,,,1,1
LAL-1971,48,34,1,2,8,1,82,8,4,11,2,,,,4,11,2,10,8,17,,,11,3,,,,1,7
LAL-1970,46,36,2,3,11,6,82,5,10,11,8,,,,10,11,8,12,12,6,,,12,9,,,,2,12
LAL-1969,55,27,1,2,3,1,82,1,8,14,1,,,,8,14,1,8,1,14,,,5,3,,,,1,6
LAL-1968,52,30,2,3,11,11,82,3,2,10,1,,,,2,10,1,2,3,5,,,9,5,,,,7,2
LAL-1967,36,45,3,3,10,9,81,4,3,5,5,,,,3,5,5,4,6,3,,,5,3,,,,7,3
LAL-1966,45,35,1,5,5,9,80,3,4,7,4,,,,4,7,4,1,4,1,,,7,1,,,,4,1
LAL-1965,49,31,1,5,5,9,80,3,7,9,3,,,,7,9,3,1,3,1,,,7,8,,,,2,5
LAL-1964,42,38,3,4,7,6,80,,9,9,3,,,,9,9,3,1,2,1,,,8,5,,,,2,7
LAL-1963,53,27,1,4,4,4,80,,6,7,5,,,,6,7,5,2,3,2,,,6,7,,,,1,5
LAL-1962,54,26,1,7,8,4,80,,7,9,4,,,,7,9,4,1,1,4,,,6,5,,,,6,6
LAL-1961,36,43,2,7,6,3,79,,8,5,7,,,,8,5,7,3,3,7,,,4,8,,,,3,7
MNL-1960,25,50,3,7,6,4,75,,8,6,8,,,,8,6,8,4,3,5,,,4,8,,,,2,8
MNL-1959,33,39,2,6,3,2,72,,8,7,5,,,,8,7,5,3,3,4,,,2,5,,,,4,5
MNL-1958,19,53,4,6,2,2,72,,8,7,8,,,,8,7,8,2,3,5,,,4,6,,,,8,6
MNL-1957,34,38,2,6,2,2,72,,2,2,6,,,,2,2,6,1,1,3,,,3,8,,,,8,2
MNL-1956,33,39,2,3,8,1,72,,4,5,4,,,,4,5,4,4,7,1,,,6,7,,,,7,4
MNL-1955,40,32,2,4,9,2,72,,2,2,5,,,,2,2,5,6,6,3,,,6,8,,,,8,2
MNL-1954,46,26,1,2,8,2,72,,2,1,2,,,,2,1,2,9,9,1,,,5,8,,,,8,3
MNL-1953,48,22,1,2,9,3,70,,2,2,2,,,,2,2,2,8,10,2,,,9,9,,,,4,5
MNL-1952,40,26,2,6,5,1,66,,2,1,6,,,,2,1,6,9,10,3,,,7,7,,,,5,5
MNL-1951,44,24,1,,,,68,,2,6,3,,,,2,6,3,9,9,5,,,6,7,,,,6,8
MNL-1950,51,17,1,,,,68,,1,4,3,,,,1,4,3,13,16,2,,,,3,,,,4,1
MNL-1949,44,16,2,,,,60,,2,10,2,,,,2,10,2,7,11,3,,,,6,,,,3,1
MEM-2019,5,4,2,5,10,14,9,28,30,30,19,25,28,8,29,29,24,14,15,18,30,30,30,25,3,28,2,3,30
MEM-2018,22,60,5,17,2,8,82,27,30,30,27,24,24,25,24,19,28,17,16,6,18,30,29,26,22,14,23,30,29
MEM-2017,43,39,3,3,15,8,82,2,29,25,30,15,14,17,26,20,30,12,12,12,10,27,24,21,13,22,6,29,29
MEM-2016,42,40,3,1,21,12,82,11,26,22,23,27,25,29,10,4,27,5,9,9,8,30,28,25,6,21,6,27,24
MEM-2015,55,27,2,3,12,1,82,6,14,23,9,29,29,22,1,2,19,10,14,7,21,15,21,15,6,24,7,9,20
MEM-2014,50,32,3,6,1,1,82,20,14,22,7,30,30,19,1,1,11,30,29,23,9,21,19,14,14,16,4,5,27
MEM-2013,56,26,2,11,13,3,82,16,23,18,21,30,30,24,3,1,25,16,16,10,3,24,11,24,4,12,5,17,27
MEM-2012,41,25,2,21,15,2,66,16,16,12,16,27,28,25,2,2,22,10,13,13,5,26,16,24,1,12,14,19,20
MEM-2011,46,36,4,21,15,3,82,6,3,8,6,30,30,27,1,1,15,17,15,23,6,24,16,21,1,7,12,17,12
MEM-2010,40,42,4,27,8,2,82,2,4,7,9,30,30,26,1,1,13,8,4,25,1,18,4,29,7,18,27,12,7
MEM-2009,24,58,5,30,18,12,82,14,30,29,21,25,27,21,16,14,24,13,10,22,24,28,30,30,9,18,24,21,29
MEM-2008,22,60,5,28,19,30,82,14,11,12,15,7,4,22,19,27,9,17,12,26,22,11,18,28,28,17,28,3,10
MEM-2007,22,60,5,16,21,30,82,5,13,20,7,14,18,6,16,19,12,3,5,13,23,23,26,19,23,13,26,16,6
MEM-2006,49,33,3,6,14,27,82,13,28,30,20,5,6,8,30,30,18,24,23,27,25,21,28,22,10,8,8,7,27
MEM-2005,45,37,4,21,7,19,82,29,27,29,16,8,9,12,27,28,9,24,23,19,25,28,30,20,5,5,19,22,23
MEM-2004,50,32,4,21,7,19,82,5,7,9,8,10,8,20,9,15,7,10,7,24,9,25,17,5,1,2,16,27,7
MEM-2003,28,54,6,26,17,27,82,1,6,9,8,9,10,7,10,16,9,21,18,24,20,15,19,6,14,4,20,6,8
MEM-2002,23,59,7,26,19,24,82,20,23,22,21,23,19,28,18,16,16,23,20,28,16,21,24,16,16,7,27,3,27
VAN-2001,23,59,7,24,21,17,82,21,21,15,17,23,23,21,15,11,18,19,24,6,26,22,24,8,23,25,20,7,25
VAN-2000,22,60,7,28,12,11,82,2,27,24,18,25,22,12,20,14,20,10,16,8,19,27,28,24,21,26,25,12,26
VAN-1999,8,42,7,26,9,8,50,2,24,18,19,26,26,21,15,8,23,9,6,20,12,27,23,23,16,27,29,13,24
VAN-1998,19,63,6,18,6,3,82,10,9,12,9,14,20,6,7,10,13,15,15,16,12,18,15,6,26,24,28,10,10
VAN-1997,14,68,7,29,15,7,82,22,26,16,26,20,22,23,21,14,28,29,29,27,15,28,27,10,15,6,16,9,28
VAN-1996,15,67,7,17,26,6,82,6,28,20,27,24,23,28,24,13,27,24,23,22,22,25,28,25,5,24,20,13,29
MIA-2019,4,5,2,7,22,18,9,27,27,27,22,14,18,11,28,26,25,17,12,26,11,24,20,27,25,7,9,5,24
MIA-2018,44,38,1,13,21,18,82,2,19,23,17,11,9,16,22,22,14,26,25,22,21,13,18,17,21,6,16,20,23
MIA-2017,41,41,3,14,23,20,82,18,18,14,15,12,12,12,18,15,18,28,26,30,11,20,15,22,22,3,11,20,21
MIA-2016,48,34,1,5,10,12,82,11,13,27,4,28,28,27,4,9,8,18,14,23,22,6,13,23,27,1,14,4,23
MIA-2015,37,45,3,8,25,26,82,26,28,30,11,21,19,24,24,25,9,11,10,22,29,28,30,30,13,18,21,14,27
MIA-2014,54,28,1,1,23,21,82,7,12,30,1,14,15,12,12,29,1,15,17,14,30,30,30,11,2,18,16,8,12
MIA-2013,66,16,1,2,24,21,82,4,5,30,1,3,6,2,19,28,1,12,10,16,28,16,30,7,3,10,4,8,5
MIA-2012,46,20,1,5,19,9,66,6,12,26,4,20,23,10,6,14,4,6,8,7,24,12,21,21,3,10,23,14,7
MIA-2011,58,24,1,5,13,6,82,20,19,29,2,11,15,7,18,27,2,3,3,12,27,2,9,26,26,9,11,14,8
MIA-2010,47,35,3,13,26,15,82,5,26,25,17,17,17,19,22,21,20,21,21,19,19,13,15,28,12,4,4,16,25
MIA-2009,43,39,3,23,26,12,82,1,13,15,16,11,9,22,17,19,12,27,24,23,26,22,28,18,5,5,3,16,18
MIA-2008,15,67,5,9,20,18,82,9,30,29,25,20,20,15,29,26,26,25,23,24,29,30,30,24,16,22,20,10,30
MIA-2007,44,38,1,2,11,5,82,14,21,29,10,11,8,27,26,28,5,30,20,30,26,7,15,18,21,7,11,8,28
MIA-2006,52,30,1,2,18,4,82,28,4,19,2,12,12,20,7,26,1,18,8,29,21,2,1,17,29,8,16,15,6
MIA-2005,59,23,1,5,13,1,82,2,3,26,1,14,16,3,10,22,1,13,2,30,25,2,7,11,28,6,9,11,4
MIA-2004,42,40,2,18,20,24,82,23,26,21,25,7,7,7,25,23,26,18,19,12,21,15,20,28,22,28,6,21,22
MIA-2003,25,57,7,20,27,14,82,14,29,20,28,22,20,26,27,17,28,29,28,14,19,16,18,29,25,23,9,23,28
MIA-2002,36,46,6,2,21,18,82,2,29,26,19,25,25,19,21,15,21,29,27,25,25,9,19,25,26,13,22,25,29
MIA-2001,50,32,2,2,29,21,82,8,29,28,24,8,5,19,28,28,19,25,25,10,28,21,27,23,17,29,2,5,27
MIA-2000,52,30,1,7,16,8,82,7,22,23,6,9,12,8,24,26,7,29,25,21,25,5,12,8,24,5,12,17,24
MIA-1999,33,17,1,3,25,16,50,27,25,28,6,6,5,10,29,29,4,15,15,12,27,6,22,18,28,3,8,7,23
MIA-1998,55,27,1,12,22,13,82,24,24,25,16,3,3,10,29,29,9,17,21,17,19,9,10,18,15,11,10,28,16
MIA-1997,61,21,1,16,20,12,82,18,25,25,18,1,1,12,29,29,9,22,16,23,21,9,14,17,18,8,17,23,22
MIA-1996,42,40,3,15,18,23,82,17,24,26,21,8,8,7,26,25,18,16,15,26,14,5,8,23,27,10,24,29,23
MIA-1995,32,50,4,15,5,7,82,17,14,11,14,14,17,10,13,8,16,16,16,15,11,19,16,22,14,27,9,18,14
MIA-1994,42,40,4,22,3,7,82,6,13,14,16,5,6,12,19,22,14,7,13,1,6,12,8,22,24,20,14,27,7
MIA-1993,36,46,5,24,7,12,82,1,26,22,24,4,5,8,27,25,22,2,5,6,15,15,14,26,24,23,11,20,20
MIA-1992,38,44,4,27,8,7,82,11,22,20,19,6,7,9,23,22,20,6,6,4,10,18,14,25,19,21,22,12,14
MIA-1991,24,58,6,27,22,17,82,20,21,13,22,18,16,20,15,11,22,18,10,26,8,22,13,20,8,18,27,24,21
MIA-1990,18,64,5,26,25,19,82,22,16,6,23,23,23,21,9,4,24,27,25,27,6,21,14,21,12,16,27,27,24
MIA-1989,15,67,6,22,22,16,82,3,24,19,25,21,22,12,22,11,25,25,24,24,6,23,18,23,13,18,25,24,25
MIL-2019,8,2,1,11,2,2,10,15,13,14,7,1,1,4,23,28,4,20,25,7,17,3,3,6,28,10,22,8,8
MIL-2018,44,38,3,18,7,12,82,8,14,28,3,27,25,22,6,13,6,5,7,8,29,28,30,14,2,5,11,26,15
MIL-2017,42,40,2,21,1,5,82,18,19,29,4,22,24,10,14,19,6,21,20,19,25,28,29,5,10,6,18,17,20
MIL-2016,33,49,5,29,1,3,82,11,14,26,5,30,30,21,2,1,13,21,18,22,15,29,27,9,13,7,25,17,25
MIL-2015,41,41,3,26,3,20,82,3,16,26,7,23,26,7,6,8,16,24,25,12,17,25,24,7,1,11,29,28,22
MIL-2014,15,67,5,25,12,25,82,7,26,20,26,23,24,20,22,11,28,21,19,21,8,29,24,17,28,11,20,18,28
MIL-2013,38,44,3,13,20,30,82,12,7,1,28,13,11,14,11,2,27,26,22,22,2,12,5,9,8,2,9,9,12
MIL-2012,31,35,3,16,15,27,66,28,4,2,20,15,17,16,9,7,20,15,19,8,7,20,12,3,7,15,10,13,5
MIL-2011,35,47,3,13,25,26,82,12,30,23,30,19,18,24,29,19,30,27,23,20,18,16,18,30,11,14,7,16,30
MIL-2010,46,36,2,18,26,25,82,1,20,2,29,6,5,12,26,17,29,30,29,17,8,11,7,14,19,20,5,25,23
MIL-2009,34,48,5,16,18,12,82,21,16,8,27,21,20,18,15,11,28,9,13,11,6,24,20,7,12,29,14,30,15
MIL-2008,26,56,5,20,13,8,82,5,15,11,19,24,23,25,11,8,20,22,20,22,3,29,17,14,21,20,23,19,20
MIL-2007,28,54,5,18,30,21,82,14,4,5,9,13,10,13,6,11,8,29,26,24,11,30,29,12,15,30,16,14,10
MIL-2006,40,42,5,23,18,21,82,13,12,10,18,11,17,4,16,14,21,22,20,18,12,14,16,8,12,30,19,19,13
MIL-2005,30,52,5,15,13,19,82,19,13,17,13,23,25,17,8,7,17,9,9,11,16,19,20,19,27,29,10,8,15
MIL-2004,41,41,4,17,11,16,82,19,6,10,6,19,17,10,6,8,10,2,5,7,18,11,16,7,28,19,3,6,4
MIL-2003,42,40,4,3,14,14,82,5,7,13,6,4,5,1,17,25,6,16,20,7,27,27,28,10,18,22,2,21,5
MIL-2002,41,41,5,8,16,6,82,3,9,21,3,4,4,7,25,27,2,24,23,17,28,8,23,10,21,19,11,20,8
MIL-2001,52,30,1,9,12,14,82,21,3,8,7,2,2,5,14,23,5,18,25,3,15,15,15,11,9,22,3,24,2
MIL-2000,42,40,5,13,8,11,82,2,4,12,3,15,15,9,5,9,3,16,22,3,15,26,21,14,10,21,11,25,5
MIL-1999,28,22,4,14,25,8,50,19,9,20,4,13,18,1,12,19,7,25,27,13,23,26,28,17,10,24,5,20,14
MIL-1998,36,46,7,14,27,11,82,3,17,20,10,26,27,11,9,8,18,8,11,5,18,23,25,24,8,22,26,22,18
MIL-1997,33,49,7,15,15,20,82,27,16,23,5,29,28,21,4,7,8,12,12,15,23,20,25,27,21,23,13,21,21
MIL-1996,25,57,7,13,9,21,82,24,17,19,13,26,24,25,7,8,14,26,28,17,20,26,27,22,24,28,15,18,24
MIL-1995,34,48,6,22,13,21,82,9,20,17,19,9,10,15,20,20,18,14,13,22,15,25,23,25,11,22,24,11,17
MIL-1994,20,62,6,21,21,14,82,25,26,19,25,7,5,19,27,25,21,18,14,25,15,26,26,18,5,17,18,14,24
MIL-1993,28,54,7,16,20,14,82,25,20,19,15,7,6,13,21,23,14,23,24,19,19,27,26,11,2,18,21,19,22
MIL-1992,31,51,6,1,11,16,82,3,18,10,21,1,1,2,25,24,21,16,18,11,3,26,22,15,1,26,19,20,13
MIL-1991,48,34,3,3,12,10,82,6,15,19,12,7,7,5,21,25,12,11,15,3,18,26,26,13,1,25,15,21,12
MIL-1990,44,38,3,7,12,15,82,9,18,12,19,11,7,17,17,17,16,17,14,14,16,24,21,14,1,25,15,26,18
MIL-1989,49,33,4,4,12,12,82,21,18,16,13,12,12,14,19,15,11,6,10,1,18,20,24,14,6,24,6,14,11
MIL-1988,42,40,4,4,1,12,82,9,17,16,13,11,12,7,18,15,15,11,13,8,16,15,19,8,17,19,5,14,15
MIL-1987,50,32,3,4,18,17,82,13,14,11,14,4,2,6,18,19,10,11,11,11,20,20,21,15,1,19,4,20,11
MIL-1986,57,25,1,18,15,13,82,8,9,7,7,5,6,5,13,11,7,4,4,11,8,12,10,11,4,7,6,20,5
MIL-1985,59,23,1,17,11,10,82,10,10,14,10,8,9,7,10,14,11,9,10,15,6,14,10,11,13,7,6,22,11
MIL-1984,50,32,1,1,14,8,82,6,17,19,14,6,6,9,17,19,11,16,16,20,13,11,13,15,16,7,7,15,18
MIL-1983,51,31,1,2,20,10,82,3,17,19,10,14,13,16,17,19,10,11,13,5,20,9,16,12,19,6,3,15,17
MIL-1982,55,27,1,4,8,5,82,13,12,20,4,12,13,3,11,18,6,8,14,7,11,10,12,5,4,11,20,20,11
MIL-1981,60,22,1,11,13,11,82,17,4,5,6,14,16,12,4,4,7,11,14,5,5,11,8,3,3,5,17,21,2
MIL-1980,49,33,1,19,14,3,82,12,5,8,8,14,16,4,5,5,9,16,17,13,10,16,13,4,12,7,7,10,9
MIL-1979,38,44,3,21,15,4,82,1,2,3,4,,,,2,3,4,20,21,10,17,19,18,1,2,9,8,14,4
MIL-1978,44,38,2,22,9,9,82,2,2,2,6,,,,2,2,6,18,17,18,9,20,19,3,4,5,14,13,4
MIL-1977,30,52,6,19,11,10,82,21,4,1,12,,,,4,1,12,19,19,11,14,18,17,12,12,19,9,13,8
MIL-1976,38,44,1,17,2,1,82,5,10,11,7,,,,10,11,7,17,17,13,14,10,10,12,11,3,11,11,16
MIL-1975,38,44,4,9,1,4,82,6,6,13,4,,,,6,13,4,17,18,7,15,4,11,9,17,4,4,5,13
MIL-1974,59,23,1,7,1,7,82,6,2,12,1,,,,2,12,1,17,16,14,13,5,6,1,10,3,10,2,8
MIL-1973,60,22,1,8,1,9,82,7,3,14,1,,,,3,14,1,17,17,9,,,4,3,,,,4,9
MIL-1972,63,19,1,11,1,11,82,6,3,13,1,,,,3,13,1,14,12,12,,,8,3,,,,5,4
MIL-1971,66,16,1,10,1,10,82,5,1,12,1,,,,1,12,1,16,16,11,,,9,1,,,,4,1
MIL-1970,56,26,2,14,1,5,82,8,2,8,1,,,,2,8,1,13,13,14,,,5,2,,,,5,4
MIL-1969,27,55,7,6,10,3,82,14,12,5,11,,,,12,5,11,10,12,2,,,6,10,,,,13,12
MIN-2019,4,7,5,10,13,13,11,6,10,1,27,13,15,19,11,1,30,3,5,6,3,18,11,14,2,2,8,15,6
MIN-2018,47,35,4,8,2,18,82,12,4,15,4,30,30,19,1,2,10,3,5,2,7,27,24,18,6,24,2,3,8
MIN-2017,31,51,5,30,3,20,82,13,12,21,8,30,30,20,3,5,10,6,8,5,6,29,25,9,12,19,19,16,13
MIN-2016,29,53,5,25,2,21,82,5,19,29,7,29,29,25,5,5,11,1,2,4,20,28,29,8,14,19,23,18,15
MIN-2015,16,66,5,27,3,24,82,20,25,16,24,30,30,25,3,1,26,2,3,6,9,30,27,16,9,27,23,10,23
MIN-2014,40,42,3,12,3,18,82,10,7,1,23,17,16,26,5,4,20,2,3,9,2,13,6,5,3,30,8,3,3
MIN-2013,31,51,5,13,20,17,82,26,25,13,24,28,21,30,13,12,16,5,6,21,11,19,14,16,5,19,20,6,19
MIN-2012,26,40,5,28,15,13,66,16,21,11,27,11,6,23,26,24,23,4,5,10,10,8,5,24,26,24,21,7,10
MIN-2011,17,65,5,29,8,9,82,20,12,2,27,9,10,5,15,6,29,12,18,13,1,11,1,25,17,10,30,27,10
MIN-2010,15,67,5,27,8,5,82,17,14,3,25,26,28,23,4,3,27,24,22,22,9,12,8,24,13,28,30,15,20
MIN-2009,24,58,4,25,24,2,82,14,21,7,29,18,13,24,18,13,27,22,19,15,5,18,14,17,28,28,17,22,21
MIN-2008,22,60,4,27,20,3,82,25,10,7,18,25,25,21,7,3,19,30,29,21,12,24,22,26,12,29,17,28,26
MIN-2007,32,50,4,7,11,29,82,2,14,16,13,25,25,17,4,6,16,23,29,3,25,15,21,7,28,24,21,10,20
MIN-2006,33,49,4,14,11,22,82,13,22,21,11,27,25,29,6,6,14,26,28,10,29,18,27,12,19,5,17,17,28
MIN-2005,44,38,3,2,24,25,82,24,6,12,4,21,21,22,6,10,4,26,30,1,22,5,6,4,30,10,2,6,16
MIN-2004,58,24,1,3,25,28,82,23,3,14,2,27,27,5,2,4,4,26,26,5,25,3,8,6,26,7,2,13,10
MIN-2003,51,31,3,11,17,14,82,20,2,5,2,24,27,6,1,1,5,23,25,10,17,3,7,2,29,15,6,7,7
MIN-2002,50,32,3,18,5,3,82,15,3,6,5,18,21,3,2,4,7,22,25,2,9,7,5,2,28,16,4,13,5
MIN-2001,47,35,4,16,27,9,82,13,1,7,6,25,25,9,1,2,7,29,28,4,12,18,16,2,6,10,4,18,7
MIN-2000,50,32,3,21,12,20,82,1,2,7,2,28,28,17,1,1,6,26,28,7,15,16,19,1,17,11,4,14,13
MIN-1999,25,25,4,20,12,24,50,27,3,1,23,28,27,26,1,1,24,24,28,9,2,24,9,2,13,10,1,24,11
MIN-1998,45,37,3,20,7,13,82,3,1,4,8,19,22,15,1,3,11,7,7,15,14,8,7,3,22,13,1,21,2
MIN-1997,40,42,3,23,8,15,82,22,17,18,13,26,25,25,9,9,15,7,8,9,21,16,23,9,24,2,9,16,17
MIN-1996,26,56,5,23,13,12,82,17,22,21,18,28,28,29,6,3,19,4,7,1,18,20,23,14,13,7,26,23,19
MIN-1995,21,61,6,23,13,4,82,21,26,27,21,26,23,27,24,23,21,4,7,3,24,26,27,21,24,14,25,24,26
MIN-1994,20,62,5,20,5,3,82,20,27,26,19,24,25,17,23,18,21,3,9,2,26,21,25,17,26,12,27,26,26
